,entity_id,sex,age_cat,race,priors_count,c_charge_degree,label_value
5400,8230,Male,Greater than 45,Caucasian,2,M,0
5401,8231,Male,25 - 45,African-American,6,F,0
5402,8232,Female,25 - 45,African-American,6,F,1
5403,8235,Male,Less than 25,African-American,5,F,1
5404,8236,Male,Greater than 45,Hispanic,0,M,0
5405,8237,Male,Greater than 45,Hispanic,1,F,0
5406,8239,Male,25 - 45,African-American,7,F,0
5407,8240,Female,25 - 45,African-American,1,M,0
5408,8242,Male,25 - 45,Hispanic,0,F,0
5409,8245,Female,25 - 45,Caucasian,0,M,0
5410,8247,Male,Less than 25,African-American,1,F,0
5411,8248,Male,25 - 45,Caucasian,5,M,1
5412,8249,Female,25 - 45,Caucasian,7,F,1
5413,8250,Male,Less than 25,African-American,6,F,1
5414,8251,Female,25 - 45,Other,0,F,0
5415,8253,Male,25 - 45,African-American,0,M,0
5416,8254,Female,25 - 45,Asian,1,F,0
5417,8256,Male,25 - 45,African-American,11,F,1
5418,8257,Male,25 - 45,African-American,8,M,0
5419,8258,Male,25 - 45,African-American,6,F,1
5420,8259,Male,Greater than 45,African-American,0,F,0
5421,8260,Male,25 - 45,Hispanic,6,F,1
5422,8261,Male,Less than 25,African-American,1,F,0
5423,8262,Male,Greater than 45,Caucasian,0,M,1
5424,8263,Male,Greater than 45,African-American,9,F,0
5425,8264,Male,25 - 45,African-American,1,F,1
5426,8265,Male,25 - 45,African-American,0,F,0
5427,8266,Male,25 - 45,African-American,3,F,0
5428,8267,Male,Greater than 45,African-American,3,F,1
5429,8268,Male,25 - 45,Caucasian,5,F,0
5430,8269,Female,25 - 45,African-American,11,F,1
5431,8277,Female,Less than 25,Other,0,M,0
5432,8278,Male,Greater than 45,African-American,3,F,1
5433,8279,Male,25 - 45,Other,5,F,0
5434,8280,Male,25 - 45,African-American,8,M,0
5435,8281,Female,25 - 45,Caucasian,3,F,0
5436,8282,Male,Less than 25,Hispanic,1,F,1
5437,8283,Female,25 - 45,Caucasian,2,F,1
5438,8284,Male,25 - 45,African-American,10,F,1
5439,8285,Male,25 - 45,African-American,8,M,1
5440,8287,Female,Less than 25,Caucasian,3,M,1
5441,8288,Male,25 - 45,African-American,8,F,0
5442,8289,Male,25 - 45,Caucasian,1,F,0
5443,8290,Male,Less than 25,African-American,12,F,1
5444,8291,Male,Greater than 45,African-American,4,M,0
5445,8292,Male,25 - 45,African-American,12,F,1
5446,8294,Female,Greater than 45,Caucasian,0,M,0
5447,8296,Female,25 - 45,Caucasian,2,M,0
5448,8298,Male,25 - 45,Caucasian,0,F,0
5449,8299,Male,25 - 45,African-American,2,F,0
5450,8301,Male,25 - 45,Other,0,F,0
5451,8303,Male,Less than 25,African-American,1,F,0
5452,8304,Female,25 - 45,Caucasian,6,F,0
5453,8306,Male,25 - 45,African-American,15,M,1
5454,8307,Female,Greater than 45,African-American,5,F,0
5455,8308,Male,25 - 45,African-American,6,F,1
5456,8309,Male,25 - 45,African-American,6,M,0
5457,8311,Female,Less than 25,Caucasian,1,F,0
5458,8312,Male,25 - 45,African-American,0,F,0
5459,8313,Male,Greater than 45,Other,6,F,1
5460,8314,Male,25 - 45,African-American,4,F,0
5461,8315,Male,Less than 25,African-American,3,M,1
5462,8316,Male,25 - 45,Hispanic,6,M,1
5463,8317,Male,25 - 45,Hispanic,4,F,0
5464,8318,Male,Greater than 45,African-American,4,F,0
5465,8319,Male,Less than 25,Hispanic,0,F,1
5466,8320,Male,25 - 45,Other,1,F,1
5467,8321,Female,Greater than 45,African-American,18,F,1
5468,8322,Female,25 - 45,African-American,13,F,1
5469,8325,Male,Less than 25,African-American,1,F,1
5470,8326,Male,25 - 45,Caucasian,10,F,1
5471,8328,Male,25 - 45,Caucasian,10,M,1
5472,8340,Male,Greater than 45,Caucasian,0,F,0
5473,8341,Male,Greater than 45,Caucasian,1,M,0
5474,8343,Male,25 - 45,Hispanic,7,F,1
5475,8344,Male,25 - 45,African-American,14,M,1
5476,8347,Male,Greater than 45,Caucasian,1,F,0
5477,8348,Male,Greater than 45,Caucasian,3,M,0
5478,8349,Male,25 - 45,African-American,2,F,0
5479,8350,Male,Less than 25,African-American,0,F,1
5480,8353,Female,25 - 45,African-American,1,M,1
5481,8354,Male,25 - 45,Caucasian,9,F,1
5482,8355,Male,25 - 45,African-American,2,F,0
5483,8356,Female,25 - 45,Caucasian,1,M,1
5484,8357,Male,Less than 25,African-American,0,F,1
5485,8358,Female,Less than 25,African-American,0,F,0
5486,8359,Male,Greater than 45,Caucasian,0,F,1
5487,8360,Male,25 - 45,African-American,4,F,1
5488,8361,Male,25 - 45,African-American,7,F,0
5489,8362,Male,25 - 45,Caucasian,5,F,1
5490,8364,Male,Greater than 45,Other,0,M,0
5491,8365,Male,Less than 25,African-American,0,M,0
5492,8367,Male,25 - 45,African-American,15,F,1
5493,8369,Male,Greater than 45,Caucasian,5,M,0
5494,8373,Male,Greater than 45,Caucasian,2,M,0
5495,8375,Male,Greater than 45,African-American,21,F,1
5496,8378,Male,Greater than 45,Caucasian,8,F,1
5497,8379,Male,Greater than 45,Asian,0,F,0
5498,8380,Female,25 - 45,Caucasian,3,F,1
5499,8381,Male,25 - 45,African-American,1,M,0
5500,8382,Male,25 - 45,Other,6,F,1
5501,8384,Female,25 - 45,African-American,3,F,0
5502,8385,Male,25 - 45,Hispanic,7,F,1
5503,8386,Male,Less than 25,African-American,0,F,0
5504,8389,Male,25 - 45,Caucasian,4,F,0
5505,8390,Male,25 - 45,Caucasian,0,F,0
5506,8392,Male,Less than 25,Hispanic,0,F,1
5507,8394,Male,Less than 25,African-American,0,F,1
5508,8396,Male,25 - 45,African-American,7,F,1
5509,8399,Male,25 - 45,African-American,18,F,1
5510,8400,Male,Greater than 45,Hispanic,0,M,1
5511,8401,Male,25 - 45,Caucasian,16,F,1
5512,8403,Male,Less than 25,African-American,0,F,1
5513,8404,Male,Greater than 45,Caucasian,1,F,0
5514,8405,Male,25 - 45,African-American,2,F,0
5515,8406,Male,25 - 45,Caucasian,5,F,1
5516,8407,Male,25 - 45,Caucasian,0,F,1
5517,8408,Male,25 - 45,Caucasian,0,M,0
5518,8409,Male,Less than 25,Hispanic,3,F,1
5519,8410,Male,25 - 45,African-American,8,F,1
5520,8411,Male,25 - 45,African-American,7,F,0
5521,8413,Male,25 - 45,African-American,3,F,1
5522,8415,Male,25 - 45,Caucasian,4,F,0
5523,8416,Female,Less than 25,African-American,0,F,0
5524,8418,Male,25 - 45,Caucasian,0,F,0
5525,8419,Male,25 - 45,African-American,0,F,0
5526,8421,Female,Less than 25,African-American,0,M,0
5527,8422,Female,25 - 45,Caucasian,2,F,1
5528,8423,Male,25 - 45,African-American,0,F,0
5529,8424,Female,25 - 45,Caucasian,1,F,1
5530,8425,Male,Greater than 45,African-American,16,M,1
5531,8426,Male,Greater than 45,Caucasian,0,F,0
5532,8427,Male,Greater than 45,Hispanic,0,M,1
5533,8428,Female,25 - 45,Caucasian,7,F,1
5534,8429,Male,Greater than 45,Hispanic,6,F,0
5535,8432,Male,25 - 45,African-American,18,M,1
5536,8434,Male,25 - 45,African-American,0,F,1
5537,8435,Male,Less than 25,African-American,1,F,0
5538,8436,Male,Less than 25,Other,0,F,1
5539,8437,Male,25 - 45,African-American,7,F,0
5540,8438,Female,25 - 45,Caucasian,12,F,1
5541,8439,Male,25 - 45,Hispanic,3,M,0
5542,8440,Male,25 - 45,Caucasian,6,F,0
5543,8445,Male,Less than 25,Hispanic,1,F,0
5544,8446,Male,Less than 25,Asian,4,F,1
5545,8447,Male,25 - 45,Other,13,F,1
5546,8448,Male,25 - 45,African-American,4,F,0
5547,8449,Male,25 - 45,Caucasian,3,M,1
5548,8450,Male,25 - 45,Caucasian,2,F,1
5549,8452,Male,25 - 45,Caucasian,1,M,0
5550,8453,Male,Less than 25,Hispanic,0,F,1
5551,8456,Male,25 - 45,African-American,3,M,0
5552,8457,Male,25 - 45,African-American,1,F,0
5553,8458,Male,Greater than 45,Caucasian,2,F,0
5554,8461,Male,Less than 25,Hispanic,1,F,1
5555,8462,Male,25 - 45,Caucasian,1,F,0
5556,8463,Male,Less than 25,African-American,0,F,0
5557,8465,Male,Less than 25,African-American,0,F,0
5558,8467,Male,25 - 45,African-American,6,M,1
5559,8468,Male,25 - 45,African-American,0,F,0
5560,8469,Male,25 - 45,African-American,4,F,1
5561,8471,Male,Less than 25,African-American,2,F,1
5562,8472,Male,25 - 45,African-American,7,F,1
5563,8473,Female,25 - 45,Caucasian,0,M,1
5564,8475,Female,25 - 45,Caucasian,5,F,0
5565,8476,Male,Greater than 45,Caucasian,2,M,0
5566,8477,Male,25 - 45,African-American,2,F,0
5567,8478,Male,25 - 45,Caucasian,15,F,0
5568,8479,Male,Greater than 45,African-American,4,F,1
5569,8482,Male,Greater than 45,African-American,9,F,0
5570,8483,Female,25 - 45,African-American,4,F,0
5571,8484,Male,Less than 25,Caucasian,0,M,1
5572,8485,Male,Greater than 45,Caucasian,1,M,1
5573,8486,Female,Greater than 45,African-American,7,F,1
5574,8487,Male,25 - 45,Caucasian,3,F,0
5575,8488,Male,25 - 45,African-American,8,M,0
5576,8492,Male,25 - 45,African-American,7,F,1
5577,8494,Female,25 - 45,Caucasian,0,M,0
5578,8496,Male,Less than 25,Caucasian,0,F,1
5579,8500,Male,Less than 25,African-American,0,F,1
5580,8501,Male,25 - 45,African-American,14,F,1
5581,8503,Male,25 - 45,African-American,1,M,0
5582,8504,Male,25 - 45,Caucasian,5,F,1
5583,8505,Male,Less than 25,African-American,2,M,1
5584,8507,Female,Less than 25,Other,1,M,0
5585,8508,Male,25 - 45,African-American,0,M,0
5586,8511,Male,Less than 25,Caucasian,0,F,0
5587,8512,Male,25 - 45,African-American,29,F,1
5588,8514,Female,Greater than 45,Caucasian,1,M,1
5589,8515,Female,25 - 45,African-American,1,F,0
5590,8517,Male,Less than 25,African-American,0,M,1
5591,8518,Male,Less than 25,African-American,1,F,1
5592,8520,Male,25 - 45,African-American,6,F,1
5593,8522,Male,25 - 45,Hispanic,10,F,1
5594,8523,Female,Less than 25,Hispanic,1,F,0
5595,8524,Male,25 - 45,African-American,4,M,0
5596,8526,Female,25 - 45,African-American,0,M,0
5597,8527,Female,Greater than 45,Caucasian,7,M,1
5598,8528,Male,25 - 45,African-American,1,F,0
5599,8530,Male,Greater than 45,Hispanic,0,F,0
5600,8532,Male,25 - 45,African-American,1,F,0
5601,8533,Male,25 - 45,African-American,0,F,0
5602,8534,Female,25 - 45,Caucasian,10,F,1
5603,8535,Male,Greater than 45,African-American,0,F,1
5604,8539,Male,Less than 25,African-American,5,F,0
5605,8543,Male,Less than 25,African-American,1,F,1
5606,8544,Male,25 - 45,Caucasian,0,M,1
5607,8546,Male,Less than 25,Caucasian,1,F,0
5608,8548,Male,25 - 45,African-American,22,M,1
5609,8550,Male,Greater than 45,Hispanic,5,F,0
5610,8551,Female,Greater than 45,Caucasian,1,F,0
5611,8552,Male,25 - 45,African-American,17,F,1
5612,8554,Male,25 - 45,African-American,0,F,1
5613,8558,Male,Greater than 45,African-American,8,F,1
5614,8559,Male,25 - 45,African-American,10,F,1
5615,8560,Male,Greater than 45,Caucasian,2,M,0
5616,8563,Male,25 - 45,Hispanic,1,M,0
5617,8565,Male,25 - 45,African-American,13,F,1
5618,8568,Male,Less than 25,African-American,4,F,1
5619,8569,Male,Greater than 45,Caucasian,2,F,1
5620,8570,Male,Greater than 45,Caucasian,0,F,1
5621,8572,Male,25 - 45,African-American,2,M,0
5622,8574,Female,25 - 45,Caucasian,0,M,0
5623,8575,Male,25 - 45,African-American,1,M,0
5624,8576,Male,Less than 25,African-American,0,M,1
5625,8577,Female,Greater than 45,Caucasian,2,M,0
5626,8578,Male,Less than 25,Caucasian,5,F,1
5627,8579,Male,Greater than 45,African-American,1,M,0
5628,8580,Male,25 - 45,African-American,3,M,0
5629,8583,Male,25 - 45,African-American,8,M,1
5630,8586,Male,Greater than 45,African-American,2,M,0
5631,8589,Male,25 - 45,Caucasian,0,F,0
5632,8590,Female,25 - 45,Hispanic,0,M,0
5633,8593,Male,25 - 45,Other,0,F,1
5634,8594,Male,25 - 45,Caucasian,5,F,1
5635,8595,Male,Greater than 45,Caucasian,11,F,0
5636,8596,Male,25 - 45,African-American,2,M,1
5637,8597,Male,25 - 45,African-American,2,F,0
5638,8598,Male,Less than 25,African-American,4,F,1
5639,8600,Male,25 - 45,Hispanic,0,M,0
5640,8601,Male,Greater than 45,African-American,9,F,1
5641,8602,Male,Less than 25,Caucasian,5,F,1
5642,8604,Female,Less than 25,African-American,0,F,0
5643,8605,Male,25 - 45,African-American,6,F,0
5644,8606,Male,Less than 25,African-American,0,F,1
5645,8608,Male,25 - 45,African-American,1,M,0
5646,8609,Male,25 - 45,African-American,2,F,0
5647,8610,Male,Greater than 45,Caucasian,3,M,0
5648,8611,Male,25 - 45,African-American,7,F,1
5649,8612,Male,Less than 25,African-American,6,F,1
5650,8613,Male,25 - 45,Caucasian,2,M,0
5651,8616,Male,25 - 45,Caucasian,4,F,0
5652,8617,Male,25 - 45,African-American,3,F,0
5653,8618,Female,25 - 45,Hispanic,2,F,0
5654,8619,Male,25 - 45,Caucasian,0,F,0
5655,8621,Male,25 - 45,African-American,1,F,0
5656,8622,Male,25 - 45,African-American,1,F,1
5657,8625,Male,Less than 25,African-American,0,F,0
5658,8626,Male,25 - 45,Caucasian,11,F,1
5659,8627,Male,25 - 45,African-American,0,M,0
5660,8629,Male,25 - 45,Other,1,F,0
5661,8630,Male,25 - 45,African-American,14,F,1
5662,8633,Male,Less than 25,Caucasian,2,F,1
5663,8634,Male,25 - 45,African-American,0,F,0
5664,8635,Male,Greater than 45,African-American,0,F,0
5665,8636,Male,25 - 45,African-American,6,F,1
5666,8638,Male,25 - 45,African-American,9,F,1
5667,8639,Female,Less than 25,African-American,2,F,0
5668,8641,Male,Greater than 45,Caucasian,1,M,0
5669,8642,Male,Greater than 45,Caucasian,4,F,0
5670,8644,Female,25 - 45,African-American,0,M,0
5671,8646,Female,Less than 25,Caucasian,0,M,0
5672,8647,Female,25 - 45,African-American,5,F,0
5673,8649,Male,25 - 45,Caucasian,3,F,1
5674,8650,Male,25 - 45,Hispanic,1,F,0
5675,8651,Male,25 - 45,African-American,6,M,1
5676,8652,Male,25 - 45,African-American,1,F,0
5677,8653,Male,Greater than 45,Hispanic,0,F,0
5678,8655,Male,Greater than 45,Caucasian,1,F,1
5679,8656,Female,Less than 25,African-American,1,M,0
5680,8657,Male,25 - 45,Caucasian,0,F,1
5681,8659,Male,Greater than 45,African-American,5,M,0
5682,8661,Male,Greater than 45,Caucasian,1,M,0
5683,8663,Male,25 - 45,Other,1,F,1
5684,8664,Male,Less than 25,Hispanic,2,F,1
5685,8665,Male,25 - 45,African-American,7,F,1
5686,8667,Male,25 - 45,African-American,16,F,1
5687,8668,Female,25 - 45,Caucasian,0,M,0
5688,8670,Female,25 - 45,Caucasian,2,M,0
5689,8672,Female,25 - 45,African-American,1,F,0
5690,8673,Male,25 - 45,Caucasian,0,M,0
5691,8674,Male,25 - 45,African-American,0,M,0
5692,8675,Male,25 - 45,Caucasian,5,F,0
5693,8676,Male,25 - 45,African-American,0,F,0
5694,8679,Male,25 - 45,African-American,2,F,0
5695,8681,Male,25 - 45,African-American,12,F,1
5696,8682,Male,25 - 45,Asian,1,F,0
5697,8683,Male,25 - 45,Caucasian,2,F,0
5698,8684,Male,25 - 45,African-American,0,F,0
5699,8685,Male,25 - 45,African-American,19,F,0
5700,8686,Female,Less than 25,Caucasian,1,M,0
5701,8688,Female,25 - 45,Caucasian,0,F,0
5702,8691,Male,25 - 45,Caucasian,1,M,0
5703,8694,Male,25 - 45,Caucasian,0,F,0
5704,8695,Male,Greater than 45,Caucasian,0,F,0
5705,8696,Male,25 - 45,Caucasian,4,F,0
5706,8700,Male,25 - 45,African-American,17,F,1
5707,8701,Male,25 - 45,African-American,4,F,1
5708,8702,Male,25 - 45,Caucasian,12,M,1
5709,8703,Female,Greater than 45,Caucasian,0,F,0
5710,8705,Female,Less than 25,African-American,4,F,1
5711,8706,Male,25 - 45,Caucasian,2,F,1
5712,8707,Male,25 - 45,African-American,0,M,0
5713,8708,Male,25 - 45,African-American,12,F,0
5714,8710,Female,25 - 45,African-American,1,M,0
5715,8711,Male,Less than 25,Other,0,F,0
5716,8712,Female,25 - 45,Caucasian,1,F,0
5717,8715,Female,Less than 25,African-American,0,M,1
5718,8716,Male,25 - 45,African-American,0,M,0
5719,8717,Female,25 - 45,African-American,0,M,0
5720,8719,Male,Greater than 45,Caucasian,4,F,1
5721,8723,Male,25 - 45,Hispanic,9,F,0
5722,8724,Male,25 - 45,African-American,7,F,1
5723,8726,Female,25 - 45,Hispanic,1,F,0
5724,8727,Male,25 - 45,Caucasian,4,F,0
5725,8728,Female,Less than 25,Caucasian,0,M,0
5726,8729,Male,25 - 45,Caucasian,12,F,0
5727,8731,Male,25 - 45,Caucasian,0,F,1
5728,8732,Male,25 - 45,African-American,2,M,0
5729,8733,Male,25 - 45,African-American,1,F,0
5730,8735,Male,25 - 45,African-American,0,M,0
5731,8737,Female,25 - 45,African-American,8,F,0
5732,8739,Male,Less than 25,Caucasian,2,M,0
5733,8741,Female,25 - 45,Caucasian,0,F,1
5734,8742,Female,25 - 45,Caucasian,0,M,1
5735,8743,Male,25 - 45,African-American,8,M,1
5736,8744,Male,Less than 25,African-American,2,F,1
5737,8745,Female,25 - 45,Caucasian,1,M,0
5738,8746,Male,25 - 45,Caucasian,3,F,0
5739,8747,Male,25 - 45,Caucasian,5,F,1
5740,8748,Male,Greater than 45,Caucasian,1,F,1
5741,8749,Male,Greater than 45,Other,0,F,1
5742,8750,Male,25 - 45,Hispanic,9,F,0
5743,8752,Male,25 - 45,Caucasian,1,F,0
5744,8754,Male,25 - 45,Caucasian,3,F,0
5745,8755,Male,25 - 45,Hispanic,0,M,1
5746,8756,Male,Less than 25,African-American,8,F,1
5747,8757,Male,Less than 25,Caucasian,1,F,0
5748,8758,Male,Greater than 45,Caucasian,13,M,1
5749,8759,Female,25 - 45,African-American,4,F,0
5750,8760,Female,25 - 45,African-American,6,F,1
5751,8761,Male,25 - 45,Caucasian,4,M,1
5752,8762,Male,25 - 45,Caucasian,1,F,0
5753,8764,Male,25 - 45,African-American,2,F,0
5754,8765,Male,25 - 45,African-American,8,M,1
5755,8768,Male,Less than 25,African-American,1,F,0
5756,8770,Male,25 - 45,Asian,0,M,0
5757,8771,Male,Greater than 45,Hispanic,1,M,0
5758,8773,Male,25 - 45,African-American,23,M,1
5759,8774,Male,25 - 45,Caucasian,3,M,0
5760,8775,Male,25 - 45,African-American,7,F,0
5761,8776,Male,25 - 45,Caucasian,7,F,1
5762,8777,Male,Less than 25,Caucasian,1,F,0
5763,8778,Female,Greater than 45,Caucasian,0,M,0
5764,8781,Male,25 - 45,Caucasian,5,M,1
5765,8783,Male,Greater than 45,African-American,11,F,1
5766,8785,Female,25 - 45,Hispanic,0,M,0
5767,8786,Male,25 - 45,African-American,1,M,0
5768,8787,Female,25 - 45,Caucasian,3,F,1
5769,8789,Male,Less than 25,Caucasian,2,M,0
5770,8790,Male,Greater than 45,Asian,0,F,0
5771,8791,Female,25 - 45,Caucasian,0,M,0
5772,8792,Female,25 - 45,Caucasian,0,F,1
5773,8794,Female,25 - 45,Caucasian,1,F,0
5774,8797,Male,25 - 45,African-American,0,F,0
5775,8798,Male,25 - 45,Hispanic,1,F,0
5776,8799,Male,Less than 25,African-American,2,F,1
5777,8800,Female,25 - 45,Caucasian,9,M,1
5778,8802,Female,25 - 45,African-American,5,M,0
5779,8803,Male,25 - 45,Hispanic,3,F,0
5780,8805,Female,Greater than 45,African-American,3,F,0
5781,8807,Male,Less than 25,Hispanic,1,F,0
5782,8809,Female,Less than 25,Hispanic,1,F,0
5783,8812,Male,25 - 45,Hispanic,3,F,0
5784,8813,Male,25 - 45,African-American,0,F,1
5785,8814,Female,25 - 45,African-American,0,M,0
5786,8816,Male,25 - 45,Caucasian,0,F,0
5787,8818,Male,25 - 45,African-American,2,M,0
5788,8819,Female,25 - 45,Other,0,F,0
5789,8820,Male,Less than 25,African-American,2,M,1
5790,8821,Male,Less than 25,African-American,10,F,1
5791,8823,Male,25 - 45,Hispanic,26,F,1
5792,8826,Male,Greater than 45,African-American,13,F,0
5793,8827,Male,25 - 45,Hispanic,5,F,0
5794,8828,Male,Greater than 45,Caucasian,1,F,0
5795,8830,Male,Less than 25,African-American,1,F,1
5796,8831,Male,Greater than 45,Hispanic,0,M,0
5797,8832,Male,Less than 25,African-American,2,F,1
5798,8834,Male,25 - 45,African-American,11,F,1
5799,8835,Male,25 - 45,African-American,3,M,0
5800,8838,Female,25 - 45,Caucasian,0,M,0
5801,8841,Male,25 - 45,African-American,0,F,1
5802,8842,Male,Greater than 45,Caucasian,1,F,0
5803,8843,Male,25 - 45,African-American,9,M,1
5804,8844,Male,25 - 45,Hispanic,19,F,1
5805,8845,Male,Less than 25,Other,0,M,0
5806,8846,Male,Greater than 45,Other,1,M,1
5807,8847,Female,25 - 45,African-American,3,F,1
5808,8849,Male,Less than 25,African-American,1,F,0
5809,8852,Female,Less than 25,African-American,3,M,1
5810,8854,Male,25 - 45,African-American,4,F,0
5811,8855,Male,Greater than 45,Caucasian,12,F,1
5812,8856,Male,25 - 45,Other,1,M,0
5813,8857,Male,25 - 45,Caucasian,0,M,0
5814,8858,Male,Less than 25,African-American,2,F,0
5815,8859,Female,25 - 45,African-American,0,F,1
5816,8861,Male,25 - 45,African-American,0,M,0
5817,8863,Male,25 - 45,Hispanic,5,F,1
5818,8864,Female,25 - 45,Hispanic,0,F,0
5819,8865,Female,Greater than 45,Caucasian,0,F,0
5820,8866,Female,25 - 45,Hispanic,1,M,0
5821,8867,Male,Less than 25,Caucasian,6,F,0
5822,8869,Male,Greater than 45,African-American,0,M,0
5823,8870,Male,25 - 45,Other,3,F,0
5824,8871,Male,Less than 25,African-American,0,F,1
5825,8873,Male,25 - 45,African-American,16,F,1
5826,8876,Male,25 - 45,African-American,7,F,0
5827,8877,Female,Greater than 45,Caucasian,3,F,0
5828,8879,Male,Less than 25,African-American,0,F,0
5829,8881,Male,25 - 45,African-American,0,F,1
5830,8882,Male,Less than 25,African-American,2,M,1
5831,8884,Male,25 - 45,Caucasian,0,M,0
5832,8885,Male,Less than 25,African-American,1,F,1
5833,8887,Female,25 - 45,Other,5,F,1
5834,8889,Male,25 - 45,Caucasian,1,F,0
5835,8890,Male,25 - 45,African-American,0,F,0
5836,8891,Male,Greater than 45,Caucasian,17,F,1
5837,8893,Male,25 - 45,African-American,0,M,0
5838,8894,Male,25 - 45,African-American,5,M,0
5839,8897,Male,25 - 45,African-American,0,F,0
5840,8899,Female,25 - 45,African-American,5,F,1
5841,8902,Male,Less than 25,Other,0,M,0
5842,8905,Male,Greater than 45,Caucasian,0,M,0
5843,8906,Male,Less than 25,Caucasian,1,F,1
5844,8908,Male,25 - 45,African-American,5,M,0
5845,8909,Male,Greater than 45,Caucasian,0,M,0
5846,8910,Male,25 - 45,African-American,0,F,1
5847,8914,Male,Less than 25,African-American,2,F,1
5848,8916,Female,Greater than 45,African-American,1,M,0
5849,8918,Female,25 - 45,Caucasian,1,F,1
5850,8920,Female,25 - 45,African-American,7,F,1
5851,8921,Male,25 - 45,Caucasian,1,M,1
5852,8922,Male,Greater than 45,Caucasian,0,F,0
5853,8923,Male,25 - 45,African-American,2,F,0
5854,8924,Male,25 - 45,African-American,1,F,1
5855,8925,Male,25 - 45,African-American,0,F,0
5856,8926,Male,Less than 25,African-American,2,M,1
5857,8929,Male,25 - 45,Hispanic,1,F,1
5858,8930,Male,25 - 45,African-American,13,M,1
5859,8933,Male,25 - 45,Caucasian,4,F,1
5860,8935,Male,Less than 25,African-American,10,M,0
5861,8936,Male,25 - 45,African-American,0,M,0
5862,8938,Female,Greater than 45,African-American,0,M,0
5863,8939,Female,25 - 45,African-American,1,M,0
5864,8940,Male,Greater than 45,Other,0,F,0
5865,8941,Male,Less than 25,Caucasian,1,F,1
5866,8942,Male,Less than 25,Caucasian,3,M,1
5867,8943,Female,Greater than 45,African-American,4,F,0
5868,8944,Male,25 - 45,African-American,0,F,0
5869,8945,Male,Less than 25,African-American,0,F,0
5870,8946,Male,25 - 45,African-American,1,M,0
5871,8948,Male,25 - 45,Other,0,M,0
5872,8949,Female,25 - 45,African-American,3,M,0
5873,8950,Female,Greater than 45,Other,0,M,0
5874,8954,Male,Greater than 45,Caucasian,0,M,0
5875,8955,Male,Greater than 45,Hispanic,2,M,0
5876,8957,Male,Less than 25,African-American,1,M,1
5877,8959,Male,25 - 45,Other,7,F,1
5878,8960,Male,25 - 45,African-American,2,F,1
5879,8961,Male,Less than 25,Native American,1,F,1
5880,8962,Male,25 - 45,Caucasian,0,M,0
5881,8964,Male,25 - 45,African-American,17,M,1
5882,8967,Male,Greater than 45,Hispanic,1,M,0
5883,8969,Male,Less than 25,African-American,1,F,1
5884,8970,Male,Greater than 45,Caucasian,0,M,1
5885,8971,Male,25 - 45,African-American,2,F,0
5886,8972,Female,25 - 45,African-American,1,M,1
5887,8973,Female,25 - 45,Caucasian,1,M,0
5888,8974,Male,Less than 25,African-American,2,F,0
5889,8976,Female,25 - 45,Caucasian,0,F,0
5890,8980,Male,Less than 25,Hispanic,0,F,1
5891,8981,Male,Less than 25,Caucasian,2,M,1
5892,8983,Female,Greater than 45,Caucasian,0,M,0
5893,8984,Male,25 - 45,Hispanic,0,M,0
5894,8988,Male,Less than 25,African-American,1,F,0
5895,8989,Male,Less than 25,African-American,1,M,1
5896,8991,Male,25 - 45,African-American,15,F,1
5897,8992,Male,25 - 45,Caucasian,9,F,1
5898,8995,Male,Greater than 45,Caucasian,7,F,0
5899,8996,Male,Less than 25,African-American,1,F,0
5900,8997,Male,Greater than 45,African-American,1,F,0
5901,8998,Female,25 - 45,Caucasian,0,F,1
5902,8999,Male,Less than 25,African-American,0,F,1
5903,9003,Male,25 - 45,African-American,6,F,0
5904,9004,Male,Less than 25,African-American,0,F,0
5905,9005,Female,25 - 45,Caucasian,1,M,0
5906,9008,Male,Greater than 45,Other,0,F,0
5907,9010,Male,25 - 45,African-American,1,F,0
5908,9012,Male,Greater than 45,Caucasian,1,M,0
5909,9013,Male,Greater than 45,Caucasian,1,F,0
5910,9017,Male,Less than 25,Hispanic,2,F,1
5911,9018,Male,25 - 45,African-American,5,M,0
5912,9020,Male,25 - 45,Caucasian,4,M,1
5913,9022,Male,25 - 45,African-American,5,F,1
5914,9023,Male,Greater than 45,Caucasian,1,M,0
5915,9027,Female,25 - 45,African-American,0,M,1
5916,9028,Male,25 - 45,African-American,2,M,0
5917,9030,Male,Less than 25,Hispanic,0,F,0
5918,9031,Male,25 - 45,African-American,21,F,1
5919,9032,Male,25 - 45,African-American,0,M,0
5920,9033,Male,Less than 25,Other,1,F,0
5921,9034,Male,25 - 45,African-American,3,M,1
5922,9038,Female,25 - 45,African-American,1,F,0
5923,9039,Male,Less than 25,African-American,0,F,0
5924,9040,Male,25 - 45,African-American,3,F,0
5925,9041,Male,25 - 45,Caucasian,0,M,0
5926,9042,Male,Greater than 45,Caucasian,0,F,0
5927,9043,Male,25 - 45,Caucasian,5,F,1
5928,9044,Male,Less than 25,African-American,1,F,1
5929,9045,Male,Greater than 45,Caucasian,0,F,0
5930,9046,Male,25 - 45,Caucasian,1,M,0
5931,9047,Female,25 - 45,Hispanic,0,M,0
5932,9049,Male,25 - 45,African-American,0,M,0
5933,9054,Male,25 - 45,African-American,6,M,1
5934,9055,Female,Less than 25,Hispanic,0,M,1
5935,9056,Male,Greater than 45,African-American,9,F,1
5936,9058,Male,Less than 25,Caucasian,8,F,1
